,road_start,road_finish,line_length,street_name,Subarea
1,O'CONNELL ST.,BERESFORD PLACE,315.0,ABBEY STREET LOWER,15
2,LR. LIFFEY STREET,O'CONNELL STREET,251.0,ABBEY STREET MIDDLE,12
3,BERESFORD PLACE,MARLBOROUGH STREET,156.0,OLD ABBEY STREET,15
4,CAPEL ST,LOWER LIFFEY STREET,321.0,ABBEY STREET UPPER,12
5,ST BRIGID RD,MIDDLE THIRD,782.0,ABBEYFIELD,14
6,ST BRIGID RD,MIDDLE THIRD,442.0,ABBEYFIELD,14
8,CARDIFFBRIDGE RD,RATOATH ROAD,605.0,ABBOTSTOWN AVENUE,5
10,CAPPAGH RD,RATOATH AVE.,336.0,ABBOTSTOWN ROAD,5
11,SHERRIFF ST.,IRVINE TCE.,141.0,ABERCORN ROAD,16
13,INFIRMARY RD.,FINDLATER ST.,144.0,ABERDEEN STREET,1
17,PRICES LANE,ASTON PLACE,43.0,ADAIR LANE,9
19,ADARE RD.,BUNRATTY ROAD,214.0,ADARE AVENUE,3
20,BUNRATTY RD,ADARE ROAD,209.0,ADARE DRIVE,3
21,BUNRATTY RD.,ADARE ROAD,248.0,ADARE GREEN,3
22,ADARE RD,BUNRATTY ROAD,224.0,ADARE PARK,3
23,COOLOCK DRIVE,BARRYSCOURT ROAD,600.0,ADARE ROAD,3
26,PETERS PLACE,LEESON STREET LOWER,505.0,ADELAIDE ROAD,R03
28,DERRAVARAGH RD.,LWR. KIMMAGE ROAD,219.0,AIDEEN AVENUE,12
29,AIDEEN AVE.,DERRAVARAGH ROAD,204.0,AIDEEN DRIVE,12
30,AIDEEN AVE.,AIDEEN DRIVE,210.0,AIDEEN PLACE,12
32,AILESBURY DRIVE,ANGLESEA ROAD,260.0,AILESBURY DRIVE,14
37,SYDNEY PARADE AVE.,MERRION ROAD,229.0,AILESBURY PARK,17
38,ANGLESEA RD,SYDNEY PARADE AVE,211.0,AILESBURY ROAD,14
48,ALBERT COLLEGE AVE.,BALLYMUN ROAD,283.0,ALBERT COLLEGE DRIVE,8
51,COLLINS AVE. EXT.,ALBERT COLLEGE PARK,270.0,ALBERT COLLEGE PARK,8
54,CHARLOTTE ST.,PETERS PLACE,114.0,ALBERT PLACE WEST,15
60,WHITTON RD.,ST.ENDAS ROAD,105.0,ALEXANDRA TERRACE,12
63,EAST WALL RD.,CLONTARF ROAD,1050.0,ALFIE BYRNE ROAD,R03
64,WADE'S AVE,WATERMILL ROAD,298.0,ALL SAINTS DRIVE,16
65,ALL SAINTS RD.,ALL SAINTS DRIVE,219.0,ALL SAINTS PARK,16
66,ALL SAINTS RD,ALL SAINTS DRIVE,393.0,ALL SAINTS PARK,16
67,HOWTH RD.,WATERMILL ROAD,801.0,ALL SAINTS ROAD,16
69,MOUNT PLEASANT AVE.,MOUNT PLEASANT BUILDINGS,52.0,ALMA TERRACE,7
70,ALMEIDA TCE.,BROOKFIELD STREET,43.0,ALMEIDA AVENUE,2
71,SEVILLE PLACE,STORE STREET,621.0,AMIENS STREET,R13
72,DONNYBROOK RD.,MERRION ROAD,1192.0,ANGLESEA ROAD,14
73,LITTLE BRITTAIN ST.,LITTLE MARY STREET,114.0,ANGLESEA ROW,7
74,FLEET ST.,COLLEGE GREEN,143.0,ANGLESEA STREET,9
75,RANELAGH,BEECHWOOD ROAD,285.0,ANNA VILLA,8
76,PHILIPSBURGH AVE,FOYLE ROAD,91.0,ANNADALE AVENUE,15
78,PHILIPSBURGH AVE.,GRACE PARK TERRACE,585.0,ANNADALE DRIVE,15
79,PHILIPSBURGH AVE.,GRACE PARK TERRACE,15.0,ANNADALE DRIVE,15
80,DOWTH AVE.,QUARRY ROAD,217.0,ANNALY ROAD,12
81,DOWTH AVE.,QUARRY ROAD,291.0,ANNALY ROAD,12
83,NTH. CIRCULAR RD.,CHARLEVILLE ROAD,376.0,ANNAMOE PARADE,12
85,NEW CABRA RD.,NORTH CIRCULAR ROAD,562.0,ANNAMOE ROAD,12
86,ANNAMOE RD.,NEW CABRA ROAD,119.0,ANNAMOE TERRACE,12
87,ANNAMOE ROAD,NEW CABRA ROAD,252.0,ANNAMOE TERRACE,12
89,CUCKOO LANE,NORTH KING STREET,147.0,ANNE STREET NORTH,7
90,GRAFTON STREET,DAWSON STREET,136.0,ANNE STREET SOUTH,17
91,GOLDENBRIDGE AVENUE,BULFIN ROAD,265.0,ANNER ROAD,7
92,TAFFES PLACE,SPRING GARDEN STREET,129.0,ANNESLEY AVENUE,13
93,EAST WALL ROAD,FAIRVIEW STRAND,258.0,ANNESLEY BRIDGE ROAD,15
94,ORMOND ROAD SOUTH,DUNVILLE AVENUE,272.0,ANNESLEY PARK,8
95,POPLAR ROW,NORTH STRAND ROAD,186.0,ANNESLEY PLACE,13
96,LEESON STREET UPPER,LEESON PARK,351.0,APPIAN WAY,R12
98,MONTPELIER HILL,STONEYBATTER,663.0,ARBOUR HILL,1
99,STONEYBATTER,ARBOUR HILL,153.0,ARBOUR PLACE,1
104,SKREEN ROAD,SKREEN ROAD,307.0,ARDPATRICK ROAD,10
105,MOUNT TEMPLE ROAD,ARBOUR HILL,187.0,ARD RI ROAD,1
112,ARDLEA ROAD,ARDBEG PARK,145.0,ARDBEG ROAD,9
113,ARDLEA ROAD,MARYFIELD CRESCENT,510.0,ARDCOLLUM AVENUE,9
114,WILLIAMS PARK,MILITARY ROAD,160.0,ARDEE ROAD,3
115,THE COOMBE,MILL STREET,140.0,ARDEE STREET,R04
116,THE COOMBE,MILL STREET,102.0,ARDEE STREET,R04
119,ROUNDABOUT ON MALAHIDE ROAD,KILMORE ROAD,1020.0,ARDLEA ROAD,9
126,HERBERT PARK,BRENDAN ROAD,156.0,ARGYLE ROAD,13
127,ASHFORD STREET,COWPER STREET,129.0,ARKLOW STREET,1
128,CAPTAINS ROAD,CLONARD ROAD,78.0,ARMAGH ROAD,10
129,CAPTAINS ROAD,CLONARD ROAD,273.0,ARMAGH ROAD,10
130,HAROLDS X COTTAGES,HAROLDS X ROAD,70.0,ARMSTRONG STREET,3
131,TRANQUILITY GROVE,OSCAR TRAYNOR ROAD,152.0,ARMSTRONG WALK,9
132,HEYSTEBURY STREET,CURZON STREET,225.0,ARNOTT STREET,11
133,QUEEN STREET,CHURCH STREET BRIDGE,330.0,ARRAN QUAY,R01
135,MARYS LANE,ORMOND QUAY,267.0,ARRAN STREET EAST,7
136,ARRAN QUAY,ARRAN QUAY TERRACE,86.0,ARRAN STREET WEST,3
138,HERBERT PARK,BRENDAN ROAD,155.0,ARRANMORE ROAD,13
140,TEMPLE BAR,WELLINGTON QUAY,51.0,ASDILL'S ROW,9
141,GARDEN LANE,PARK TERRACE,107.0,ASH STREET,6
148,EATON SQUARE,TERENURE ROAD NORTH,397.0,ASHDALE ROAD,12
149,ASHFIELD ROAD,MORNINGTON ROAD,97.0,ASHFIELD AVENUE,8
150,ASHDALE ROAD,MOUNT TALLANT AVENUE,104.0,ASHFIELD PARK,12
151,RANELAGH,BEECHWOOD ROAD,256.0,ASHFIELD ROAD,4
152,RANELAGH,BEECHWOOD ROAD,100.0,ASHFIELD ROAD,4
155,ROSS STREET,COWPER STREET,129.0,ASHFORD STREET,1
166,ASHINGTON COURT,ASHINGTON RISE,278.0,ASHINGTON PARK,9
167,ASHINGTON HEATH,CUL DE SAC,402.0,ASHINGTON RISE,9
170,NAVAN ROAD,CITY BOUNDRY,694.0,ASHTOWN ROAD,9
171,FITZGERALD STREET,MOUNT DRUMMOND AVENUE,68.0,ASHWORTH PLACE,3
172,ASTON QUAY,FLEET STREET,81.0,ASTON PLACE,9
173,BEDFORD ROW,O'CONNELL BRIDGE,232.0,ASTON QUAY,R09
175,AUBURN ROAD,MOREHAMPTON RD,145.0,AUBURN AVENUE,13
180,CLOGHER ROAD,PARNELL ROAD,390.0,AUGHAVANNAGH ROAD,11
183,AUGHRIM STREET,OXMANSTOWN ROAD,120.0,AUGHRIM PLACE,1
184,NORTH CIRCULAR ROAD,PRUSSIA STREET,285.0,AUGHRIM STREET,1
185,NORTH CIRCULAR ROAD,PRUSSIA STREET,231.0,AUGHRIM STREET,1
188,MERCER STREET UPPER,AUNGIER STREET,90.0,AUNGIER PLACE,13
189,STEPHEN STREET LOWER,BISHOP STREET,351.0,AUNGIER STREET,R07
192,ST. KEVINS ROAD,BLOOMFIELD AVE.,215.0,AVENUE ROAD,12
193,AVONDALE ROAD,PHIBSBOROUGH AVE.,122.0,AVONDALE AVENUE,2
194,HOWTH ROAD,RAHENY COURT,551.0,AVONDALE PARK,12
195,LESLIES BUILDINGS,NORTH CIRCULAR ROAD,164.0,AVONDALE ROAD,2
196,AYREFIELD ROAD,RATHVALE PARK,276.0,AYREFIELD AVENUE,4
198,NEWTOWN DRIVE,AYREFIELD ROAD,460.0,AYREFIELD DRIVE,4
200,AYREFIELD ROAD,RATHVALE AVENUE,142.0,AYREFIELD PARK,4
202,RATHVALE DRIVE,NEWTON DRIVE,422.0,AYREFIELD ROAD,16
203,O'CONNELL STREET,LOWER LIFFEY STREET,263.0,BACHELORS WALK,R01
204,BACHELORS WALK,MIDDLE ABBEY STREET,93.0,BACHELORS WAY,12
205,HIGH STREET,NICHOLAS STREET,185.0,BACK LANE,6
207,BAGGOT STREET LOWER,PEMBROKE LANE,171.0,BAGGOT COURT,18
208,NORTHTHUMBERLAND ROAD,EASTMORELAND PLACE,414.0,BAGGOT LANE,15
209,NAVAN ROAD,BLACKHORSE AVE.,42.0,BAGGOT ROAD,9
210,NAVAN ROAD,BLACKHORSE AVE.,265.0,BAGGOT ROAD,9
211,MERRION STREET UPPER,WILTON TCE.,146.0,BAGGOT STREET LOWER,R17
212,MERRION STREET LOWER,WILTON TCE.,377.0,BAGGOT STREET LOWER,R17
213,MERRION STREET UPPER,WILTON TCE.,165.0,BAGGOT STREET LOWER,R17
214,HADDINGTON ROAD,EASTMORELAND PLACE,49.0,BAGGOT STREET UPPER,R07
215,HADDINGTON ROAD,EASTMORELAND PLACE,164.0,BAGGOT STREET UPPER,R07
216,FITZWILLIAM LANE,BAGGOT STREET LOWER,76.0,BAGGOTRATH PLACE,22
217,SUMMER HILL,PORTLAND ROW,132.0,BAILEY'S ROW,14
222,SILLOGE ROAD,BALBUTCHER LANE,566.0,BALCURRIS ROAD,2
226,HARRY STREET,CHATAM STREET,61.0,BALFE STREET,13
228,MERRION ROAD,BEATTYS AVE,222.0,BALLSBRIDGE AVENUE,17
231,RATOATH ROAD,FINGLAS ROAD,1678.0,BALLYBOGGAN ROAD,11
236,SUMMERHILL PLACE,RICHMOND ROAD,580.0,BALLYBOUGH ROAD,R12
237,KYLEMORE AVE,BALLYFERMOT ROAD,458.0,BALLYFERMOT AVENUE,2
238,BALLYFERMOT AVENUE,BALLYFERMOT AVENUE,410.0,BALLYFERMOT CRESCENT,2
239,BALLYFERMOT PARADE,BALLYFERMOT AVE.,624.0,BALLYFERMOT DRIVE,2
240,KYLEMORE AVE,BALLYFERMOT ROAD,517.0,BALLYFERMOT PARADE,2
241,SARSFIELD ROAD,CO. BORO. BOUNDARY,72.0,BALLYFERMOT ROAD,R01
242,SARSFIELD ROAD,CO.BORO. BOUNDARY,392.0,BALLYFERMOT ROAD,R01
243,SARSFIELD ROAD,CO.BORO. BOUNDARY,209.0,BALLYFERMOT ROAD,R01
244,SARSFIELD ROAD,CO.BORO. BOUNDARY,3052.0,BALLYFERMOT ROAD,R01
245,BALLYGALL ROAD WEST,FINGLAS PARK,136.0,BALLYGALL AVENUE,6
246,BALLYGALL PARADE,GLASANAON ROAD,188.0,BALLYGALL CRESCENT,6
247,BALLYGALL PARADE,GLASANAON ROAD,604.0,BALLYGALL CRESCENT,6
248,BALLYGALL CRESCENT,BALLYGALL ROAD WEST,680.0,BALLYGALL PARADE,6
249,GLASANAON ROAD,BALLYGALL CRESCENT,147.0,BALLYGALL PLACE,6
250,BENEVIN ROAD,GRIFFITH AVENUE EXT.,72.0,BALLYGALL ROAD EAST,7
251,BENEVIN ROAD,GRIFFITH AVE. EXT.,1049.0,BALLYGALL ROAD EAST,7
252,MAIN STREET,GLASNEVIN AVENUE,420.0,BALLYGALL ROAD WEST,6
253,MAIN STREET,GLASNEVIN AVENUE,72.0,BALLYGALL ROAD WEST,6
254,MAIN STREET,GLASNEVIN AVENUE,454.0,BALLYGALL ROAD WEST,6
255,WADE'S AVENUE,WATERFALL ROAD,171.0,BALLYHOY AVENUE,6
256,SHANGAN ROAD,OLD FINGLAS ROAD,2710.0,BALLYMUN ROAD,R03
257,SHANGAN ROAD,OLD FINGLAS ROAD,284.0,BALLYMUN ROAD,R03
258,DECIES ROAD,LANDEN ROAD,298.0,BALLYNEETY ROAD,4
259,LORCAN ROAD,CASTLETIMON ROAD,45.0,BALLYSHANNON AVENUE,6
260,LORCAN GREEN,CASTLETIMON ROAD,177.0,BALLYSHANNON AVENUE,6
261,TRIM ROAD,BALLYSHANNON AVENUE,67.0,BALLYSHANNON ROAD,7
262,TRIM ROAD,BALLYSHANNON AVENUE,966.0,BALLYSHANNON ROAD,7
263,CRUMLIN ROAD,OLD COUNTY ROAD,136.0,BANGOR DRIVE,10
264,OLD COUNTY ROAD,PODDLE PARK,790.0,BANGOR ROAD,10
265,OLD COUNTY ROAD,PODDLE PARK,159.0,BANGOR ROAD,10
267,MOUNTPLEASANT AVENUE,MOUNTPLEASANT TERRACE,168.0,BANNAVILLE,7
270,HOME FARM ROAD,GRIFFITH AVENUE,265.0,BANTRY ROAD,14
276,IRISHTOWN ROAD,BATH STREET,54.0,BARRACK LANE,17
278,LAGAN ROAD,MOYLE ROAD,239.0,BARROW ROAD,11
279,RINGSEND ROAD,GRAND CANAL STREET UPPER,162.0,BARROW STREET,16
280,RINGSEND ROAD,GRAND CANAL STREET UPPER,281.0,BARROW STREET,16
281,CASEMENT ROAD,CAPPAGH ROAD,576.0,BARRY AVENUE,1
283,CAPPAGH AVENUE,BARRY AVENUE,254.0,BARRY DRIVE,1
284,BARRY PARK,KILDONAN ROAD,124.0,BARRY GREEN,1
285,BARRY ROAD,BARRY GREEN,466.0,BARRY PARK,1
286,KILDONAN ROAD,BARRY AVENUE,311.0,BARRY ROAD,1
287,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,124.0,BARRYSCOURT ROAD,3
288,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,361.0,BARRYSCOURT ROAD,3
290,JAMES STREET,BASIN STREET UPPER,160.0,BASIN STREET LOWER,2
292,BOYNE STREET,FENIAN STREET,81.0,BASS PLACE,20
293,SHELBOURNE ROAD,LONDONBRIDGE ROAD,505.0,BATH AVENUE,16
294,BATH AVENUE,DERRYNANE GARDENS,130.0,BATH AVENUE GARDENS,16
295,BATH AVENUE,SOUTH LOTTS ROAD,82.0,BATH AVENUE PLACE,16
297,IRISHTOWN ROAD,CHURCH AVENUE,246.0,BATH STREET,R08
299,BALLYBOUGH ROAD,NORTH STRAND ROAD,264.0,BAYVIEW AVENUE,13
302,CHURCH AVENUE,NEWGROVE AVENUE,909.0,BEACH ROAD,R08
310,DONNYBROOK ROAD,CITY BOUNDARY,422.0,BEAVER ROW,12
311,FOLEY STREET,RAILWAY STREET,109.0,BEAVER STREET,14
312,BEDFORD ROW,ASTON PLACE,76.0,BEDFORD LANE,9
313,FLEET STREET,ASTON QUAY,62.0,BEDFORD ROW,9
314,BEECH HILL DRIVE,BEAVER ROW,539.0,BEECH HILL AVENUE,12
316,CLONSKEAGH ROAD,BEAVER ROAD,166.0,BEECH HILL ROAD,12
317,OSCAR TRAYNOR ROAD,KILMORE ROAD,361.0,BEECHLAWN AVENUE,9
318,COOLOCK AVENUE,ST.BRENDANS TERRACE,412.0,BEECHLAWN GREEN,9
319,BEECHLAWN GREEN,ST BRENDANS TERRACE,12.0,BEECHLAWN GROVE,9
322,KILMORE DRIVE,BEECH LAWN GROVE,230.0,BEECHLAWN CLOSE,9
323,KILMORE DRIVE,BEECHLAWN GREEN,183.0,BEECHLAWN GROVE,9
325,COOLOCK VILLAGE,BRENDAN TERRACE,234.0,BEECHPARK AVENUE,9
327,RANELAGH,BEECHWOOD AVENUE LOWER,398.0,BEECHWOOD AVENUE LOWER,8
328,BEECHWOOD ROAD,ALBANY ROAD,323.0,BEECHWOOD AVENUE UPPER,8
330,BEECHWOOD AVENUE LOWER,MOUNTAIN VIEW ROAD,133.0,BEECHWOOD ROAD,8
333,DARNDALE SERVICE ROAD,BELCAMP AVENUE,318.0,BELCAMP GREEN,2
336,MALAHIDE ROAD,CO. BOUNDARY,2500.0,BELCAMP LANE,2
339,BALBUTCHER LANE,BELCLARE LANE,328.0,BELCLARE DRIVE,2
340,BELCLARE DRIVE,BELCLARE LAWNS,246.0,BELCLARE GREEN,2
341,BELCLARE DRIVE,BELCLARE WAY,110.0,BELCLARE GROVE,2
345,BELCLARE GROVE,BELCLARE GREEN,101.0,BELCLARE WAY,2
346,BELGRAVE ROAD,BELGRAVE SQUARE EAST,113.0,BELGRAVE AVENUE,8
348,CHURCH AVENUE,DUNVILLE AVENUE,299.0,BELGRAVE ROAD,8
349,BELGRAVE AVENUE,BELGRAVE SQUARE NORTH,195.0,BELGRAVE SQUARE EAST,8
350,BELGRAVE SQUARE EAST,BELGRAVE SQUARE WEST,92.0,BELGRAVE SQUARE NORTH,8
351,BELGRAVE PLACE,BELGRAVE SQUARE EAST,72.0,BELGRAVE SQUARE SOUTH,8
352,CASTLEWOOD AVENUE,BELGRAVE PLACE,165.0,BELGRAVE SQUARE WEST,8
354,BELGROVE LAWN,LUCAN ROAD,226.0,BELGROVE PARK,4
355,KINCORA ROAD,CLONTARF RAOD,250.0,BELGROVE ROAD,15
356,KINCORA ROAD,CLONTARF ROAD,79.0,BELGROVE ROAD,15
359,BUCKINGHAM STREET UPPER,RUTLAND STREET LOWER,112.0,BELLA STREET,14
366,MOREHAMPTON ROAD,SANDFORD ROAD,511.0,BELMONT AVENUE,11
375,DONNYCARNEY ROAD,COLLINS AVENUE,119.0,BELTON PARK ROAD,13
376,DONNYCARNEY ROAD,COLLINS AVENUE,184.0,BELTON PARK ROAD,13
378,COLLEGE PLACE,NORTH CIRCULAR ROAD,66.0,BELVIDERE AVENUE,9
379,BELVIDERE PLACE,GARDINER STREET UPPER,150.0,BELVIDERE COURT,9
380,MOUNTJOY SQUARE,NORTH CIRCULAR ROAD,190.0,BELVEDERE PLACE,9
381,DORSET ST LOWER,NORTH CIRCULAR ROAD,203.0,BELVIDERE ROAD,8
382,CRANE STREET,ROBERT STREET,156.0,BELVIEW,2
383,GODFREY PLACE,HALLIDAY ROAD,183.0,BEN EDAIR ROAD,1
384,BENBULBIN ROAD,LISSADEL AVENUE,114.0,BENBULBIN AVENUE,8
385,DAVITT ROAD,KNOCKNAREA AVENUE,576.0,BENBULBIN ROAD,8
386,QUEEN STREET,LIFFEY STREET WEST,289.0,BENBURB STREET,1
387,QUEEN STREET,LIFFEY STREET WEST,183.0,BENBURB STREET,1
388,QUEEN STREET,LIFFEY STREET WEST,131.0,BENBURB STREET,1
390,BALLYMUN AVENUE,BENEAVIN ROAD,222.0,BENEAVIN DRIVE,7
392,BALLYGALL ROAD EAST,BALLYMUN AVENUE,375.0,BENEAVIN ROAD,6
394,SIR JOHN ROGERSON'S QUAY,HANOVER QUAY,191.0,BENSON STREET,23
399,EDEN QUAY,STORE STREET,212.0,BERESFORD PLACE,R11
400,NORTH KING STREET,MARY'S LANE,228.0,BERESFORD STREET,7
401,BERKELEY ROAD,NELSON STREET,125.0,BERKELEY AVENUE,5
403,N.C.R.,BERKELEY AVENUE,339.0,BERKELEY ROAD,5
404,BERKELEY ROAD,BLESSINGTON STREET,109.0,BERKELEY STREET,5
412,ALL SAINT'S ROAD,HOWTH ROAD,249.0,BETTYSTOWN AVENUE,16
413,CROMWELLSFORT ROAD,WALLACE ROAD,193.0,BIGGER ROAD,10
414,BRIDE STREET,AUNGIER STREET,203.0,BISHOP STREET,10
415,SULLIVAN STREET,FINDLATER STREET,83.0,BLACK STREET,1
417,CLADDAGH ROAD,BALLYFERMOT ROAD,171.0,BLACKDITCH DRIVE,2
418,LE FANU ROAD,CHERRY ORCHARD AVENUE,616.0,BLACKDITCH ROAD,2
419,LE FANU ROAD,CHERRY ORCHARD AVENUE,970.0,BLACKDITCH ROAD,2
421,NORTH KING STREET,ELLIS QUAY,352.0,BLACKHALL PLACE,R06
422,BLACKHALL PLACE,QUEEN STREET,138.0,BLACKHALL STREET,3
428,VERNON AVENUE,CASTLE AVENUE,611.0,BLACKHEATH PARK,15
429,N.C.R.,CO.BOUNDARY,103.0,BLACKHORSE AVENUE,10
430,N.C.R.,CO.BOUNDARY,2380.0,BLACKHORSE AVENUE,10
432,NEW ROW,CLARENCE MANGAN ROAD,98.0,BLACKPITTS,7
433,NEW ROW,CLARENCE MANGAN ROAD,258.0,BLACKPITTS,7
434,MOYLE ROAD,LAGAN ROAD,212.0,BLACKWATER ROAD,11
436,CLOYNE ROAD,TONGUEFIELD ROAD,458.0,BLARNEY PARK,10
437,BLESSINGTON STREET,BLESSINGTON PLACE,92.0,BLESSINGTON COURT,5
439,ST.JOSEPHS PLACE,BLESSINGTON COURT,73.0,BLESSINGTON PLACE,5
440,ST.JOSEPHS PLACE,BLESSINGTON COURT,112.0,BLESSINGTON PLACE,5
444,S.C.R.,PORTOBELLO ROAD,278.0,BLOOMFIELD AVENUE,12
448,LA TOUCHE ROAD,BLUEBELL LANE,58.0,BLUEBELL AVENUE,6
449,LA TOUCHE ROAD,BLUEBELL LANE,501.0,BLUEBELL AVENUE,6
450,LA TOUCHE ROAD,BLUEBELL LANE,493.0,BLUEBELL AVENUE,6
451,BLUEBELL AVENUE,OLD NAAS ROAD,511.0,BLUEBELL LANE,2
458,NORTH KING STREET,DOMINICK STREET LOWER,121.0,BOLTON STREET,R08
459,NORTH KING STREET,DOMINICK STREET LOWER,112.0,BOLTON STREET,R08
460,ROBERT STREET,LONGS PLACE,116.0,BOND STREET,2
461,WATLING STREET,ISLAND STREET,133.0,BONHAM STREET,4
462,WATLING STREET,ISLAND STREET,73.0,BONHAM STREET,4
463,CALEDON ROAD,ST.MARYS ROAD NORTH,81.0,BOOLAVOGUE ROAD,16
464,ST MICHAELS CLOSE,SCHOOLHOUSE LANE WEST,62.0,BORRIS COURT,5
465,DRUMCONDRA ROAD LOWER,BOTANIC ROAD,1054.0,BOTANIC AVENUE,13
467,ST.MOBHI ROAD,LINDSEY ROAD,140.0,BOTANIC ROAD,R03
468,ST. MOBHI ROAD,LINDSEY ROAD,785.0,BOTANIC ROAD,R03
470,CROMWELLS QUARTERS,KILMAINHAM LANE,120.0,BOW BRIDGE,1
471,AUNGIER STREET,MERCER STREET LOWER,196.0,BOW LANE EAST,13
472,STEEVENS LANE,CROMWELLS QUARTERS,428.0,BOW LANE WEST,1
473,NORTH KING STREET,HAMMOND LANE,232.0,BOW STREET,3
474,NORTH KING STREET,HAMMOND LANE,115.0,BOW STREET,3
476,MOYLE ROAD,LAGAN ROAD,192.0,BOYNE ROAD,11
477,CUMBERLAND STREET SOUTH,ERNE STREET,125.0,BOYNE STREET,20
478,CUMBERLAND STREET SOUTH,ERNE STREET,128.0,BOYNE STREET,20
479,BRABAZON ROW,NEWMARKET,22.0,BRABAZON PLACE,7
481,THE COOMBE,ARDEE ROW,76.0,BRABAZON STREET,7
483,WASHINGTON STREET,GREENVILLE TERRACE,50.0,BRAINBORO TERRACE,7
484,PIMLICO,SUMMER STREET SOUTH,147.0,BRAITHWAITE STREET,6
488,ANNALY ROAD,OFFALY ROAD,222.0,BREGIA ROAD,12
492,MOREHAMPTON ROAD,ARGYLE ROAD,232.0,BRENDAN ROAD,13
493,CROYDON GARDENS,BRIAN ROAD,466.0,BRIAN AVENUE,15
494,GRIFFITH AVENUE,PHILIPSBURGH AVENUE,91.0,BRIAN BORU AVENUE,16
495,CONQUER HILL ROAD,CLONTARF ROAD,40.0,BRIAN BORU STREET,16
496,CONQUER HILL ROAD,CLONTARF ROAD,129.0,BRIAN BORU STREET,16
497,BRIAN ROAD,FAIRVIEW TERRACE,400.0,BRIAN ROAD,15
498,GRIFFITH AVENUE,PHILIPSBURGH AVENUE.,335.0,BRIAN ROAD,15
499,BRIAN ROAD,FAIRVIEW TERRACE,133.0,BRIAN TERRACE,15
500,THORNVILLE ROAD,BRIARFIELD ROAD,794.0,BRIARFIELD GROVE,12
503,BRIARFIELD ROAD,GREENDALE ROAD,179.0,BRIARFIELD VILLAS,12
505,CORK STREET,BROWN STREET,145.0,BRICKFIELD LANE,7
507,PATRICK STREET,BRIDE STREET,134.0,BRIDE ROAD,10
508,KEVIN STREET UPPER,WERBURGH STREET,97.0,BRIDE STREET,10
509,KEVIN STREET UPPER,WERBURGH STREET,349.0,BRIDE STREET,10
510,KEVIN STREET LOWER,CAMDEN ROW,166.0,BRIDE STREET NEW,11
512,MERCHANTS QUAY,COOK STREET,129.0,BRIDGE STREET LOWER,5
513,COOK STREET,CORNMARKET,80.0,BRIDGE STREET UPPER,5
514,THOMAS STREET,USHERS QUAY,172.0,BRIDGEFOOT STREET,R05
515,THOMAS STREET,USHERS QUAY,169.0,BRIDGEFOOT STREET,R05
517,RATHGAR AVENUE,BRIGHTON SQUARE EAST,58.0,BRIGHTON AVENUE,4
518,TOWER AVENUE,ALEXANDRA TERRACE,98.0,BRIGHTON GARDENS,4
520,TERENURE ROAD EAST,GARVILLE AVENUE,407.0,BRIGHTON ROAD,4
521,HAROLDS CROSS ROAD,GARVILLE AVENUE,239.0,BRIGHTON SQUARE EAST,4
522,BRIGHTON SQUARE EAST,BRIGHTON SQUARE WEST,226.0,BRIGHTON SQUARE SOUTH,4
523,HAROLDS X ROAD,BRIGHTON ROAD,194.0,BRIGHTON SQUARE WEST,4
524,PARNELL STREET,NORTH CUMBERLAND STREET,65.0,BRITAIN PLACE,12
525,PARNELL STREET,NORTH CUMBERLAND STREET,104.0,BRITAIN PLACE,12
526,CAPEL STREET,HALSTON STREET,144.0,LITTLE BRITAIN STREET,7
534,S.C.R,OLD KILMAINHAM,309.0,BROOKFIELD ROAD,2
537,OLD MALAHIDE ROAD,MALAHIDE ROAD,74.0,BROOKVILLE CRESCENT,9
539,OLD MALAHIDE ROAD,BROOKVILLE CRESCENT,364.0,BROOKVILLE PARK,9
540,COOLOCK,MALAHIDE ROAD,42.0,BROOKVILLE PARK,9
541,HOWTH ROAD,GRACEFIELD ROAD,803.0,BROOKWOOD AVENUE,10
542,HOWTH ROAD,GRACEFIELD ROAD,123.0,BROOKWOOD AVENUE,10
543,GRACEFIELD ROAD,HARMONSTOWN ROAD,285.0,BROOKWOOD CRESCENT,10
544,BROOKWOOD AVENUE,BROOKWOOD ROAD,156.0,BROOKWOOD DRIVE,10
546,BROOKWOOD AVENUE,GRACEFIELD ROAD,248.0,BROOKWOOD GROVE,10
547,GRACEFIELD AVENUE,ROSEMOUNT AVENUE,309.0,BROOKWOOD HEIGHTS,10
550,BROOKWOOD AVENUE,BROOKWOOD PARK,1372.0,BROOKWOOD PARK,14
551,BROOKWOOD AVENUE,HARMONSTOWN ROAD,296.0,BROOKWOOD RISE,10
552,ST. BRIDIDS ROAD,BROOKWOOD AVENUE,127.0,BROOKWOOD ROAD,14
553,ST. BRIGIDS ROAD,BROOKWOOD AVENUE,201.0,BROOKWOOD ROAD,14
555,BALLYBOGGAN ROAD,FAUSSAGH AVENUE,956.0,BROOMBRIDGE ROAD,11
556,BOW STREET,NORTH KING STREET,107.0,BROWN STREET NORTH,3
557,DONORE AVENUE,WEAVER SQUARE,232.0,BROWN STREET SOUTH,7
558,ERNE STREET,PEARSE STREET,83.0,BRUNSWICK PLACE,20
